postcode,eastings,northings,source
RG2 7ED,473273,171440,postcodes
RG2 7PY,472270,171330,postcodes
RG2 8AF,472231,170070,postcodes
RG20 6AD,451907,179634,postcodes
RG20 8HZ,441109,173313,postcodes
RG20 9BD,447685,164465,postcodes
RG20 9JW,446631,160771,postcodes
RG21 3HF,463755,151176,postcodes
RG21 5SU,463667,153234,postcodes
RG21 8TN,463173,151966,postcodes
RG22 6PS,461999,151409,postcodes
RG26 3TB,460477,162239,postcodes
RG27 0HU,468138,157279,postcodes
RG27 0JD,467439,156578,postcodes
RG27 9HY,472655,153850,postcodes
RG29 1TB,474837,147031,postcodes
RG30 2BB,469642,172404,postcodes
RG30 2TS,469686,173132,postcodes
RG30 3EP,469299,172222,postcodes
RG30 4BZ,467641,173018,postcodes
RG30 4EX,468327,172547,postcodes
RG31 5TY,465608,173575,postcodes
RG31 6SW,466303,175354,postcodes
RG31 6XY,465668,175151,postcodes
RG4 6DX,471760,175115,postcodes
RG4 6SU,475249,175213,postcodes
RG4 8LR,471232,176358,postcodes
RG4 9EY,470405,177811,postcodes
RG40 1PA,483692,168761,postcodes
RG40 1SS,481996,168649,postcodes
RG40 1TS,481506,169262,postcodes
RG40 2HR,481760,168109,postcodes
RG40 3EU,480806,167231,postcodes
RG41 1EE,480594,169256,postcodes
RG41 1JP,479926,169811,postcodes
RG41 2RE,480385,168540,postcodes
RG41 5BG,477702,169052,postcodes
RG41 5LP,478996,170495,postcodes
RG41 5NE,478138,170889,postcodes
RG42 2AD,487013,169728,postcodes
RG42 2EX,486629,170510,postcodes
RG42 4DE,484355,170632,postcodes
RG42 4FS,484955,170693,postcodes
RG45 7HZ,483986,163285,postcodes
RG45 7PU,483111,163458,postcodes
RG5 3EU,475280,173218,postcodes
RG5 4RF,477251,174544,postcodes
RG6 7HS,474802,171468,postcodes
RG7 1HF,471556,167910,postcodes
RG7 3XJ,464767,166788,postcodes
RG7 5DA,463612,171236,postcodes
RG7 6AU,460426,172553,postcodes
RG8 0PJ,465410,181891,postcodes
RG8 8LA,461910,175547,postcodes
RG9 1UH,475839,182470,postcodes
RG9 4BW,476870,178274,postcodes
RH1 2JX,528302,152094,postcodes
RH1 2LQ,527458,151696,postcodes
RH1 3DB,530200,153696,postcodes
RH1 3PR,530018,152681,postcodes
RH10 1QQ,528729,137270,terminated_postcodes
RH10 1SX,528412,137828,postcodes
RH10 4SD,531792,134214,postcodes
RH10 5AD,526785,134874,postcodes
RH10 7XW,529005,135697,postcodes
RH11 0DB,525385,136908,postcodes
RH11 0DX,525429,137149,postcodes
RH11 8JE,525522,135628,postcodes
RH11 8PG,525889,136178,postcodes
RH12 2DA,517248,131565,postcodes
RH12 2EJ,517500,131521,postcodes
RH12 3BE,506270,134069,postcodes
RH12 3PN,513496,133061,postcodes
RH13 0LJ,514886,128498,postcodes
RH13 0NJ,512451,127576,postcodes
RH13 0QX,511121,131559,postcodes
RH13 0RQ,510733,128944,postcodes
RH13 5NW,518941,130388,postcodes
RH14 9AX,509198,128820,postcodes
RH14 9RY,508564,125322,postcodes
RH15 0EG,531779,118529,postcodes
RH15 8GA,529684,120172,postcodes
RH15 8HY,531153,119679,postcodes
RH15 9EY,531347,118575,postcodes
RH16 4NQ,533877,123041,postcodes
RH17 5RD,526984,122518,postcodes
RH17 6SQ,533838,128524,postcodes
RH18 5JA,541806,134495,postcodes
RH18 5JD,541287,134094,postcodes
RH19 1QY,537595,139308,postcodes
RH19 3TY,540267,138027,postcodes
RH19 4HP,538048,133653,postcodes
RH19 4PR,535220,132080,postcodes
RH2 0QS,526063,150230,postcodes
RH2 0SD,525577,150474,postcodes
RH2 0TD,527550,152925,postcodes
RH2 7EL,526886,149547,postcodes
RH20 1LZ,501788,116083,postcodes
RH4 1LY,516692,150159,postcodes
RH5 6EA,516955,153529,postcodes
RH5 6NU,510115,142864,postcodes
RH5 6ST,511792,151102,postcodes
RH6 0BN,525811,142328,postcodes
RH6 9QA,531918,142593,postcodes
RH6 9TF,531258,140199,postcodes
RH7 6PH,539673,143251,postcodes
RH7 6PW,540265,143635,postcodes
RH8 0AB,539535,153125,postcodes
RH8 9AQ,539717,151106,postcodes
RM1 2RR,552468,188318,postcodes
RM10 7FN,550629,185295,postcodes
RM10 7SJ,548991,185915,postcodes
RM10 7UR,550133,185712,postcodes
RM10 8PP,549562,185445,postcodes
RM10 9QH,549505,184019,postcodes
RM11 3BX,554850,189150,postcodes
RM13 9XA,552940,181866,postcodes
RM14 2QR,555640,186602,postcodes
RM14 2YQ,556047,185032,postcodes
RM14 3HS,556773,186562,postcodes
RM15 5AY,558093,181747,postcodes
RM16 2WU,563579,179625,postcodes
RM16 6SA,559327,178383,postcodes
RM19 1QY,555641,177957,postcodes
RM3 8HN,553575,190762,postcodes
RM3 9XR,555203,192451,postcodes
RM3 9YA,555075,192641,postcodes
RM6 4RS,546883,188007,postcodes
RM6 4TR,546951,188440,postcodes
RM6 4XX,546864,189017,postcodes
RM6 5RX,546878,189381,postcodes
RM6 6SB,548501,188765,postcodes
RM7 0XU,550836,186846,postcodes
RM7 9NX,549392,188178,postcodes
RM8 1JT,549216,187076,postcodes
RM8 1JU,549400,187066,postcodes
RM8 1XE,547217,187229,postcodes
RM9 4UN,547589,183746,postcodes
RM9 5QT,547958,185472,postcodes
RM9 6PH,549317,183456,postcodes
RM9 6XN,548298,183741,postcodes
RM9 6XW,548012,183705,postcodes
S1 2NG,435477,386828,postcodes
S1 4QF,435477,386605,postcodes
S10 2PE,433468,386565,postcodes
S10 2PW,433635,386721,postcodes
S10 3BT,432224,386314,postcodes
S10 3DH,433042,386505,postcodes
S10 5RG,431889,386605,postcodes
S11 7LH,431958,384651,postcodes
S11 7TB,431155,384192,postcodes
S11 9QH,431510,383999,postcodes
S17 3QU,430963,380281,postcodes
S18 2FZ,435660,378413,postcodes
S2 1SN,438820,386562,postcodes
S2 2RJ,436203,386434,postcodes
S2 2RL,436016,386327,postcodes
S20 1NZ,443394,383209,postcodes
S21 4EF,443332,379548,postcodes
S21 4GN,441545,379162,postcodes
S25 2NZ,453026,386611,postcodes
S26 4SF,445108,386013,postcodes
S26 5QQ,448446,383190,postcodes
S3 9BE,435493,388628,postcodes
S33 6SD,416642,383442,postcodes
S35 0AE,430405,391988,postcodes
S35 2PH,434871,397481,postcodes
S35 9ZX,436064,394919,postcodes
S36 7BX,424127,404200,postcodes
S40 1AB,437994,371101,terminated_postcodes
S40 3NS,435441,370671,postcodes
S40 4BN,436325,371652,postcodes
S41 7NG,438469,371624,postcodes
S41 8AG,436583,373055,postcodes
S41 8BA,437700,372967,postcodes
S42 6LG,439565,365144,postcodes
S43 3PU,444054,374651,postcodes
S43 4BX,449268,375033,postcodes
S44 6DJ,447530,370667,postcodes
S45 0BA,435459,363398,postcodes
S5 6SG,436386,391434,postcodes
S6 5HG,432023,389163,postcodes
S60 2BE,443253,391611,postcodes
S60 3LX,444598,390406,postcodes
S60 5EJ,441525,389662,postcodes
S61 2NU,440590,392532,postcodes
S61 2RA,439587,393435,postcodes
S63 0BG,444836,406370,postcodes
S63 7NW,443870,400204,postcodes
S65 1EG,443137,393002,postcodes
S65 1PH,443316,393275,postcodes
S66 1JL,448377,391925,postcodes
S66 8AB,452748,392169,postcodes
S66 8AZ,451676,392553,postcodes
S66 8QN,450301,392634,postcodes
S66 9NT,449301,388784,postcodes
S7 1HQ,434322,384968,postcodes
S7 1NU,434016,385553,postcodes
S7 2DY,433793,384042,postcodes
S70 2YW,434364,406234,terminated_postcodes
S70 4RG,436490,404003,postcodes
S70 6RG,433301,405296,postcodes
S8 8BR,435430,381175,postcodes
S8 9JP,436072,383447,postcodes
S80 1HH,458612,378337,postcodes
S80 2SF,459052,377965,postcodes
S80 3AP,459825,377194,postcodes
S81 7EN,458262,380647,postcodes
S9 3TU,438177,389018,postcodes
S9 5FP,439048,388336,postcodes
SE1 0EX,532186,179934,postcodes
SE1 4AN,532856,179036,postcodes
SE1 5LA,534461,178473,postcodes
SE1 5RN,534185,178544,postcodes
SE1 5UJ,533441,178209,postcodes
SE1 6AG,532671,179135,postcodes
SE1 6SB,531866,179038,postcodes
SE1 7EH,530673,179346,postcodes
SE1 7FX,530862,179609,postcodes
SE1 7HS,531168,179417,postcodes
SE1 7HT,531293,179353,postcodes
SE1 9NA,531385,180308,postcodes
SE11 5QY,530676,178038,postcodes
SE11 6NJ,531160,179152,postcodes
SE11 6QH,531200,178649,postcodes
SE12 8AW,540583,174262,postcodes
SE12 8JP,540762,174817,postcodes
SE12 8UF,540400,174907,postcodes
SE13 5GE,538842,175760,postcodes
SE13 6TJ,539021,174029,postcodes
SE14 5SF,536014,176078,postcodes
SE15 1JF,534590,177714,postcodes
SE15 2EB,535076,176487,postcodes
SE15 6ER,533620,177480,postcodes
SE16 3TZ,534017,178910,postcodes
SE16 4UN,534237,179634,postcodes
SE16 6AT,535977,179975,postcodes
SE17 2TP,532759,178282,postcodes
SE18 1BS,545491,178991,postcodes
SE18 1QF,544850,177944,postcodes
SE18 2JD,545322,176948,postcodes
SE18 4LD,543268,176919,postcodes
SE18 5PW,543184,178950,postcodes
SE19 1RT,532712,170974,postcodes
SE19 2JH,533846,169827,postcodes
SE19 3HL,531700,170777,postcodes
SE19 3NY,532307,171017,postcodes
SE19 3QN,532577,170747,postcodes
SE19 3UG,532610,170012,postcodes
SE2 9PT,546586,179312,postcodes
SE21 7LD,533222,172945,postcodes
SE21 8LX,532355,173672,postcodes
SE21 8SQ,533219,172098,postcodes
SE22 0AT,534505,174845,postcodes
SE22 0NR,535230,174963,postcodes
SE22 8EY,533449,175109,postcodes
SE22 8SU,533346,174619,postcodes
SE22 8TE,533112,174676,postcodes
SE23 2QU,536417,172097,postcodes
SE23 2XN,535804,172131,postcodes
SE24 0HZ,532080,175340,postcodes
SE24 9JH,532849,174779,postcodes
SE25 5PQ,532888,167631,postcodes
SE25 5RR,533562,168063,postcodes
SE25 6AE,534026,168547,postcodes
SE25 6EJ,533794,168419,postcodes
SE26 4RD,535024,172368,postcodes
SE26 6BL,534686,171536,postcodes
SE27 9BZ,531889,172768,postcodes
SE28 8AT,546456,180360,postcodes
SE3 7AG,540064,177357,postcodes
SE3 7QR,539630,177440,postcodes
SE3 7SE,540176,177619,postcodes
SE3 8EP,541880,176422,postcodes
SE3 8HR,541311,176534,postcodes
SE3 8SY,540897,177171,postcodes
SE3 9PX,540858,176081,postcodes
SE4 1LE,537133,175076,postcodes
SE5 0RP,532121,176972,postcodes
SE5 0TW,531950,177174,postcodes
SE5 0UB,532071,177165,postcodes
SE5 8AZ,532662,176149,postcodes
SE5 8UF,533395,176755,postcodes
SE6 1AU,538732,173650,postcodes
SE6 1UF,539244,172342,postcodes
SE6 3QW,537708,171206,postcodes
SE6 4TY,537093,173490,postcodes
SE7 8HX,542185,177845,postcodes
SE7 8LJ,542019,179034,postcodes
SE8 5RQ,536034,178632,postcodes
SE9 1DA,542505,174452,postcodes
SE9 1TY,543468,174457,postcodes
SE9 2PT,544326,174756,postcodes
SE9 4QF,541794,172968,postcodes
SE9 5EE,542250,174421,postcodes
SE9 5EQ,541806,174461,postcodes
SE9 5NP,542707,173872,postcodes
SE9 6HR,541703,175506,postcodes
SG1 1LA,523974,223560,postcodes
SG1 3BE,523452,225654,postcodes
SG1 3RB,523722,225531,postcodes
SG1 4AE,522859,226126,postcodes
SG10 6EW,544067,216695,postcodes
SG11 1DS,537165,222073,postcodes
SG12 0DP,534833,214724,postcodes
SG12 8EH,537891,211572,postcodes
SG12 9JF,535808,213949,postcodes
SG12 9NX,535870,213427,postcodes
SG13 7NU,535825,210773,postcodes
SG13 8AJ,533151,212205,postcodes
SG13 8EN,532570,212278,postcodes
SG14 2DG,530966,212815,postcodes
SG15 6XS,520120,237287,postcodes
SG17 5QS,515505,239052,postcodes
SG18 0EP,520469,246445,postcodes
SG18 0NL,520007,244935,postcodes
SG18 8JB,520099,244635,postcodes
SG19 1BL,517109,250216,postcodes
SG2 0HS,526123,225224,postcodes
SG2 8UT,525619,224002,postcodes
SG2 9SW,525797,222783,postcodes
SG2 9XS,525626,222792,postcodes
SG4 9RS,519038,229130,postcodes
SG5 1JB,518406,229473,postcodes
SG5 2UR,518064,230727,postcodes
SG6 3JZ,521929,231443,postcodes
SG6 3PJ,521497,231954,postcodes
SG6 3QA,520872,231504,postcodes
SG6 4BA,520471,232327,postcodes
SG7 6DZ,524334,233680,postcodes
SG8 6LG,537395,246352,postcodes
SG8 7JH,536481,241439,postcodes
SG9 9BT,535804,229896,postcodes
SK10 2EE,391626,374738,postcodes
SK10 2EG,391384,374763,postcodes
SK10 4AF,389440,374874,postcodes
SK10 4SP,389149,375710,postcodes
SK11 8JR,390897,372853,postcodes
SK11 8LB,390658,373160,postcodes
SK12 1PU,392552,383039,postcodes
SK13 2DA,401927,395421,postcodes
SK15 1EB,396118,399353,postcodes
SK16 5BJ,395300,397029,postcodes
SK17 9EA,405354,372610,postcodes
SK2 5DS,392196,389409,postcodes
SK2 6TH,390242,388830,postcodes
SK2 7AF,390619,388135,postcodes
SK23 6ES,404497,382584,postcodes
SK3 0GA,389361,390104,postcodes
SK4 1SZ,389157,391358,postcodes
SK4 2HG,388353,390020,postcodes
SK4 4RE,387641,392187,postcodes
SK5 6UY,389806,394319,postcodes
SK5 7JG,389861,392028,postcodes
SK6 2SR,391927,392755,postcodes
SK6 7NN,395728,388424,postcodes
SK7 5JX,391115,385984,postcodes
SK8 1JE,385855,387433,postcodes
SK8 3DG,385362,386476,postcodes
SK8 5NW,387255,387531,postcodes
SK8 6EF,387059,385747,postcodes
SK8 6RQ,385844,384733,postcodes
SK8 7JY,387683,385278,postcodes
SK9 1LZ,384778,380603,postcodes
SK9 2GH,385643,382226,postcodes
SK9 7UD,381019,376768,postcodes
SL1 2PU,497029,179363,postcodes
SL1 2SR,496437,179456,postcodes
SL1 3AH,496644,181627,postcodes
SL1 3BW,496450,181013,postcodes
SL1 4AA,495670,180418,postcodes
SL1 5AH,495341,180229,postcodes
SL1 6LZ,494075,181618,postcodes
SL1 7HG,493590,182359,postcodes
SL2 1QE,495623,182718,postcodes
SL2 3AE,495987,182678,postcodes
SL2 4QB,498631,184281,postcodes
SL2 4QS,499449,184521,postcodes
SL2 5AY,497995,180925,postcodes
SL2 5HW,498170,180996,postcodes
SL2 5QP,499053,181847,postcodes
SL3 7AF,499084,179540,postcodes
SL3 7EF,500507,179398,postcodes
SL3 7PR,498779,179364,postcodes
SL3 7QS,500528,178766,postcodes
SL3 7UX,499198,178611,postcodes
SL3 8BY,501078,179512,postcodes
SL3 9JQ,498684,177191,postcodes
SL4 3RT,495293,175648,postcodes
SL4 5BU,495797,176714,postcodes
SL4 5EH,495853,176888,postcodes
SL4 6DW,496712,177934,postcodes
SL4 6QS,492887,179711,postcodes
SL5 7DZ,492861,168532,postcodes
SL5 7PS,493917,167987,postcodes
SL5 8BQ,489806,169040,postcodes
SL5 8DR,490075,168932,postcodes
SL5 9JF,492600,166900,postcodes
SL5 9PG,493808,167065,postcodes
SL5 9QY,493917,166795,postcodes
SL6 1BN,488980,180395,postcodes
SL6 2QB,488422,180425,postcodes
SL6 3AX,486472,179568,postcodes
SL6 3EQ,486270,179359,postcodes
SL6 3LE,488398,176884,postcodes
SL6 4PU,486779,180447,postcodes
SL6 5JB,486090,181178,postcodes
SL6 6AW,488072,181370,postcodes
SL6 6QL,484782,181042,postcodes
SL6 7NQ,487549,182633,postcodes
SL7 1JE,485668,187543,postcodes
SL7 2BR,484536,186408,postcodes
SL8 5BW,489793,187671,postcodes
SL9 8JQ,500383,189269,postcodes
SL9 8QA,500060,189443,postcodes
SL9 8TP,499104,191079,postcodes
SM1 1BT,525821,163885,postcodes
SM1 1DA,525869,163858,postcodes
SM1 1EA,525770,164053,postcodes
SM1 2AX,525584,163964,postcodes
SM1 3DY,526547,165718,postcodes
SM1 4AS,526120,164446,postcodes
SM2 5RD,526184,162395,postcodes
SM2 5SJ,526019,163064,postcodes
SM2 6TQ,525743,163005,postcodes
SM3 8AB,523781,163315,postcodes
SM3 8PW,524174,164548,postcodes
SM3 9PS,525278,166203,postcodes
SM4 5LT,525662,168059,postcodes
SM4 6DU,526772,167454,postcodes
SM5 1RW,527119,165870,postcodes
SM5 2QX,527532,164986,postcodes
SM5 3PS,527514,164391,postcodes
SM5 4NR,527870,162258,postcodes
SM5 4NS,527815,162549,postcodes
SM6 0PH,529015,162617,postcodes
SM6 7NP,529789,165143,postcodes
SM6 7PH,528933,164954,postcodes
SM6 8NQ,530789,164377,postcodes
SM6 9JW,530431,163860,postcodes
SN1 4JE,414863,183308,postcodes
SN1 5ET,414364,184764,postcodes
SN1 7DA,413307,182965,postcodes
SN10 2QQ,397710,163340,postcodes
SN10 3AG,400934,161226,postcodes
SN10 4EB,400945,154017,postcodes
SN10 4HE,399976,153650,postcodes
SN11 0DF,399486,171248,postcodes
SN11 0DS,399136,171325,postcodes
SN11 8YH,399909,170014,postcodes
SN12 6QZ,391688,162404,postcodes
SN12 8NT,384929,165571,postcodes
SN13 9DF,386724,170180,postcodes
SN14 6HJ,390812,174268,postcodes
SN14 6RJ,390973,174642,postcodes
SN15 2NF,391057,169671,postcodes
SN15 3QD,392404,173787,postcodes
SN15 3XB,393656,172558,postcodes
SN16 0DF,392478,187434,postcodes
SN2 1JR,414590,186835,postcodes
SN2 7HJ,415796,186934,postcodes
SN25 2NB,412608,189523,postcodes
SN25 2PP,412664,190326,postcodes
SN3 1AH,416853,184315,postcodes
SN4 7HG,407003,183044,postcodes
SN4 8QQ,407972,182214,terminated_postcodes
SN4 9DJ,414527,181171,postcodes
SN5 6HN,410778,184358,postcodes
SN6 6DD,410169,193872,postcodes
SN6 7SQ,419305,190227,postcodes
SN7 7LB,428440,194323,postcodes
SN8 1PA,418472,168739,postcodes
SN8 4AX,418916,168400,postcodes
SO15 2WZ,441867,112991,postcodes
SO15 5RL,441049,114287,postcodes
SO15 5UQ,441084,113884,postcodes
SO16 5NA,440159,115746,postcodes
SO16 7LT,441568,115865,postcodes
SO18 1BU,444409,114688,postcodes
SO18 1FS,444545,113640,postcodes
SO19 6DS,446816,112341,postcodes
SO19 7TB,445293,112329,postcodes
SO21 1HA,449936,129606,postcodes
SO21 1HD,450302,129474,postcodes
SO21 2NF,442481,131881,postcodes
SO22 6RX,447616,130371,postcodes
SO23 7GA,447927,130354,postcodes
SO23 9NA,448268,129006,postcodes
SO24 0LQ,462840,126386,postcodes
SO31 7HE,450764,109716,postcodes
SO40 3BU,436130,113284,postcodes
SO40 8DZ,435481,113232,postcodes
SO41 5QB,432612,97471,postcodes
SO41 8NE,431479,98127,postcodes
SO42 7ZE,430390,102524,postcodes
SO43 7DE,430180,107013,postcodes
SO43 7FT,428412,111449,postcodes
SO45 1FJ,445248,103074,postcodes
SO45 2PA,443445,104092,postcodes
SO50 5ZA,444613,118317,postcodes
SO51 6ZE,432229,120834,postcodes
SO51 6ZR,427058,122267,postcodes
SP1 2ED,414480,129627,postcodes
SP1 2JJ,415151,129624,postcodes
SP1 2RA,415136,129960,postcodes
SP1 3BL,414840,131336,postcodes
SP1 3JJ,414163,131173,postcodes
SP1 3YA,414584,130365,postcodes
SP10 3AL,435505,145397,postcodes
SP11 6LT,437605,146658,postcodes
SP11 8PR,426382,144441,postcodes
SP11 8TA,427824,141727,postcodes
SP11 9RR,425250,150250,postcodes
SP2 0JE,408928,131684,postcodes
SP2 7EU,413126,130655,postcodes
SP2 9HS,411606,131856,postcodes
SP3 4HL,406663,144895,postcodes
SP6 1EZ,415075,115300,postcodes
SP7 8ER,386734,122771,postcodes
SP7 9LP,388512,122983,postcodes
SP8 4QP,381291,126572,postcodes
SR2 7HJ,439351,555568,postcodes
SR2 7JA,439695,555827,postcodes
SR2 7JN,439119,556299,postcodes
SR2 7QN,438790,555750,postcodes
SR2 7TF,440105,555210,postcodes
SR3 1SS,437909,555029,postcodes
SR3 2NQ,437475,552025,postcodes
SR3 4AH,437985,555425,postcodes
SR4 8PG,436210,555865,postcodes
SR5 3NF,434972,559046,postcodes
SR5 3RL,435108,557628,postcodes
SR6 7EF,441151,561840,postcodes
SR6 8LG,439498,560292,postcodes
SR8 1DE,442309,540418,postcodes
SR8 2RN,442005,541212,postcodes
SR8 3LP,443138,544034,postcodes
SS0 0BP,585163,187162,postcodes
SS0 0BS,585047,187097,postcodes
SS0 0BW,585234,187339,postcodes
SS0 0RG,586956,187325,postcodes
SS0 0RT,586518,187178,postcodes
SS0 7JS,587246,185508,postcodes
SS0 7PU,587331,185320,postcodes
SS1 1ND,588171,185603,postcodes
SS11 8LY,576103,193520,postcodes
SS12 0LZ,573932,192616,postcodes
SS12 0PW,573902,192313,postcodes
SS13 3HL,573688,188473,postcodes
SS14 2LA,570884,189701,postcodes
SS17 0NW,567883,181912,postcodes
SS17 8JT,569892,184410,postcodes
SS2 4BU,589344,187377,postcodes
SS2 4UZ,590473,186152,postcodes
SS2 6LH,587886,186834,postcodes
SS3 9LL,592621,185207,postcodes
SS4 1RB,587349,190694,postcodes
SS4 1TL,587040,192104,postcodes
SS5 5HG,584670,193125,postcodes
SS6 8EB,580943,190983,postcodes
SS6 9BZ,580094,191719,postcodes
SS7 1RQ,579836,187303,postcodes
SS7 1TW,579159,188038,postcodes
SS7 4LW,576647,189232,postcodes
SS7 5RN,576986,188060,postcodes
SS9 3NH,585009,186489,postcodes
SS9 3TG,583146,186788,postcodes
SS9 4AW,584579,187789,postcodes
ST1 4LY,387743,346696,postcodes
ST1 4NF,387847,346619,postcodes
ST10 1LH,400811,342708,postcodes
ST10 2NT,398665,341841,postcodes
ST11 9AH,397433,340514,postcodes
ST11 9PW,396103,341214,postcodes
ST13 6EU,399437,356669,postcodes
ST13 7ED,397321,352997,postcodes
ST13 8NP,396582,356323,postcodes
ST14 5HN,408974,340273,postcodes
ST14 5JX,411020,339266,postcodes
ST14 7JQ,409094,333702,postcodes
ST14 8DU,409316,333775,postcodes
ST15 8DT,390635,334814,postcodes
ST16 1NR,391658,325666,postcodes
ST17 0LJ,395345,320965,postcodes
ST17 0WT,402478,320305,postcodes
ST17 9AB,391804,322518,postcodes
ST17 9JW,392107,320244,postcodes
ST17 9YJ,391277,322045,postcodes
ST18 0YG,394979,324071,postcodes
ST18 9AB,392824,317764,postcodes
ST18 9AL,390952,315602,postcodes
ST18 9AT,391438,320529,postcodes
ST19 5PH,392176,311645,postcodes
ST19 5PR,391908,310466,postcodes
ST19 5RX,393501,313866,postcodes
ST19 9BA,388141,308896,postcodes
ST19 9QT,384367,310768,postcodes
ST2 7AS,390947,350649,postcodes
ST2 8BH,390722,348207,postcodes
ST2 8PQ,391037,347788,postcodes
ST2 9JA,390489,347080,postcodes
ST21 6JR,385008,328279,postcodes
ST3 2NJ,390203,343407,postcodes
ST3 3JD,389187,341775,postcodes
ST3 5PP,392868,342532,postcodes
ST3 6AP,393310,342896,postcodes
ST4 2DG,387792,346404,postcodes
ST4 2RU,388156,345512,postcodes
ST4 3AY,389198,343857,postcodes
ST4 5NT,386724,343405,postcodes
ST4 7AA,387188,346543,postcodes
ST4 8LJ,388929,341268,postcodes
ST5 1DB,385481,345943,postcodes
ST5 2GB,384131,346471,postcodes
ST5 2SJ,384386,346456,postcodes
ST5 2TF,384543,345682,postcodes
ST6 6LZ,386887,352100,postcodes
ST6 7AB,387421,350912,postcodes
ST7 1DP,383695,354077,postcodes
ST7 1EH,384093,355119,postcodes
ST7 2HR,378787,355808,postcodes
ST7 3EL,381264,356281,postcodes
ST8 7AR,388643,356532,postcodes
SW10 0AB,526275,177037,postcodes
SW11 1HS,527011,174657,postcodes
SW11 1SH,526832,175113,postcodes
SW11 2FR,527025,175600,postcodes
SW11 3DQ,527055,176670,postcodes
SW11 5AP,527923,176526,postcodes
SW11 6BF,527384,174635,postcodes
SW12 0AB,529018,173735,postcodes
SW12 8EN,528696,174087,postcodes
SW12 8JZ,528283,173354,postcodes
SW12 8NA,528094,173804,postcodes
SW13 9JS,522502,177856,postcodes
SW13 9JT,522473,178000,postcodes
SW13 9QN,521818,177196,postcodes
SW14 8RG,521129,175237,postcodes
SW15 2UT,524621,174561,postcodes
SW15 3DG,523381,174361,postcodes
SW15 5JJ,521563,175179,postcodes
SW15 5PY,521452,174308,postcodes
SW15 6BH,523900,174602,postcodes
SW16 1AW,529564,172285,postcodes
SW16 2HY,530893,171230,postcodes
SW16 2QA,530602,172199,postcodes
SW16 2QB,530670,172184,postcodes
SW16 5UQ,529796,169888,postcodes
SW17 0AQ,526592,172585,postcodes
SW17 0DZ,527059,171791,postcodes
SW17 0NY,526101,172433,postcodes
SW17 0YG,527305,172338,postcodes
SW17 7DF,527431,172547,postcodes
SW17 9BU,528564,171009,postcodes
SW18 3TB,526260,172512,postcodes
SW18 5JR,524586,173519,postcodes
SW18 5JU,525345,173327,postcodes
SW19 2JY,525960,169848,postcodes
SW19 3QA,524452,169806,postcodes
SW19 4AB,524495,170792,postcodes
SW19 4NS,523744,170350,postcodes
SW19 4TT,523433,170661,postcodes
SW19 6JB,524283,173150,postcodes
SW19 7HB,524813,171431,postcodes
SW1E 5HJ,529272,179311,postcodes
SW1H 9LH,529816,179501,postcodes
SW1P 2DY,529594,179104,postcodes
SW1P 3PF,530046,179411,postcodes
SW1V 3AT,529431,178226,postcodes
SW1V 4LD,528761,178298,postcodes
SW1W 8JF,528267,178592,postcodes
SW1X 0AA,527860,179206,postcodes
SW2 1QS,530745,174738,postcodes
SW2 2EF,530976,173788,postcodes
SW2 3PW,531197,173160,postcodes
SW20 0JL,522543,168593,postcodes
SW20 8HA,523685,169832,postcodes
SW20 8HF,523758,169938,postcodes
SW20 9AD,524687,169337,postcodes
SW4 8DX,530104,174732,postcodes
SW4 9BL,529220,174941,postcodes
SW4 9ET,529241,174795,postcodes
SW5 0HL,525845,178581,postcodes
SW6 1RX,525339,177906,postcodes
SW6 4UN,525134,176561,postcodes
SW6 5BD,525114,177123,postcodes
SW6 6EG,524089,176364,postcodes
SW6 6SN,524042,176935,postcodes
SW7 2DG,526662,178949,postcodes
SW7 5AB,526508,178716,postcodes
SW7 5LE,526554,178891,postcodes
SW9 0AL,530664,176665,postcodes
SW9 9QD,530747,175903,postcodes
SY1 1RX,348740,312628,postcodes
SY1 1TN,349006,312233,postcodes
SY11 2AR,328622,328902,postcodes
SY11 2TL,328495,329271,postcodes
SY11 3EW,329582,335691,postcodes
SY11 3JA,330902,332897,postcodes
SY12 9AB,340096,333458,postcodes
SY13 2AA,354811,340008,postcodes
SY13 2BY,354669,340318,postcodes
SY14 8JD,349019,348106,postcodes
SY2 5SH,351054,313632,postcodes
SY21 8FF,331997,312501,postcodes
SY3 7BA,348607,312065,postcodes
SY3 9AH,348364,311393,postcodes
SY4 2JY,341849,319427,postcodes
SY4 3HE,348581,326336,postcodes
SY4 5UB,350954,329315,postcodes
SY5 7PF,353422,302018,postcodes
SY5 8PR,343088,310230,postcodes
SY5 9QZ,335465,309317,postcodes
SY8 4AD,351417,271680,postcodes
TA1 3DL,323192,124311,postcodes
TA1 3DZ,323455,123746,postcodes
TA1 3LA,323526,123908,postcodes
TA1 4QS,321742,123103,postcodes
TA1 5AU,321677,124771,postcodes
TA10 9SS,342761,126819,postcodes
TA18 8LZ,345765,108121,postcodes
TA19 9DT,336767,115551,postcodes
TA2 6AD,321886,125818,postcodes
TA2 7AX,322844,126659,postcodes
TA2 8HD,323535,126630,postcodes
TA2 8PD,325586,126747,postcodes
TA20 1JL,332166,108945,postcodes
TA20 3AJ,331483,110380,postcodes
TA21 8NT,314062,120284,postcodes
TA24 5TY,296766,145988,postcodes
TA24 6AY,297889,145151,postcodes
TA3 5PX,326890,125357,postcodes
TA3 5RH,328718,121968,postcodes
